,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
763,45,No,Travel_Rarely,788,Human Resources,24.0,4,Medical,2,Male,36.0,3,1,Human Resources,2,Single,2177.0,1,No,16.0,3,1,0,6,3,3,6,3,0,4
764,53,No,Travel_Frequently,124,Sales,2.0,3,Marketing,3,Female,38.0,2,3,Sales Executive,2,Married,7525.0,2,No,12.0,3,1,1,28,2,3,15,7,6,10
765,36,Yes,Travel_Rarely,660,Research & Development,15.0,3,Other,1,Male,81.0,3,2,Laboratory Technician,3,Divorced,4834.0,7,No,14.0,3,2,1,9,3,2,1,0,0,0
766,26,Yes,Travel_Frequently,342,Research & Development,2.0,3,Life Sciences,1,Male,57.0,3,1,Research Scientist,1,Married,2097.9,6,Yes,14.0,3,2,1,6,2,3,3,2,1,2
767,34,No,Travel_Rarely,1333,Sales,10.0,4,Life Sciences,3,Female,87.0,3,1,Sales Representative,3,Married,2220.0,1,Yes,19.0,3,4,1,1,2,3,1,1,0,0
768,28,No,Travel_Rarely,1144,Sales,10.0,1,Medical,4,Male,74.0,3,1,Sales Representative,2,Married,2097.9,1,No,22.0,4,2,0,1,5,3,1,0,0,0
769,38,No,Travel_Frequently,1186,Research & Development,3.0,4,Other,3,Male,44.0,3,1,Research Scientist,3,Married,2821.0,3,No,16.0,3,1,1,8,2,3,2,2,2,2
770,50,No,Travel_Rarely,1464,Research & Development,2.0,4,Medical,2,Male,62.0,3,5,Research Director,3,Married,17727.699999999993,2,Yes,11.0,3,4,1,28,2,2,8,1,7,7
771,37,No,Travel_Rarely,124,Research & Development,3.0,3,Other,4,Female,35.0,3,2,Healthcare Representative,2,Single,4107.0,3,No,15.0,3,1,0,8,3,2,4,3,0,1
772,40,No,Travel_Rarely,300,Sales,26.0,3,Marketing,3,Male,74.0,3,2,Sales Executive,1,Married,8396.0,1,No,14.0,3,2,1,8,3,2,7,7,7,5
773,26,No,Travel_Frequently,921,Research & Development,1.0,1,Medical,1,Female,66.0,2,1,Research Scientist,3,Divorced,2097.9,1,No,13.0,3,3,2,5,5,3,5,3,1,3
774,46,No,Travel_Rarely,430,Research & Development,1.0,4,Medical,4,Male,40.0,3,5,Research Director,4,Divorced,17727.699999999993,9,No,17.0,3,4,2,23,1,3,2,2,2,2
775,54,No,Travel_Rarely,1082,Sales,2.0,4,Life Sciences,3,Female,41.0,2,3,Sales Executive,3,Married,10686.0,6,No,11.0,3,2,1,13,4,3,9,4,7,0
776,56,No,Travel_Frequently,1240,Research & Development,9.0,3,Medical,1,Female,63.0,3,1,Research Scientist,3,Married,2942.0,2,No,19.0,3,2,1,18,4,3,5,4,0,3
777,36,No,Travel_Rarely,796,Research & Development,12.0,5,Medical,4,Female,51.0,2,3,Manufacturing Director,4,Single,8858.0,0,No,11.0,3,2,0,15,2,2,14,8,7,8
778,55,No,Non-Travel,444,Research & Development,2.0,1,Medical,3,Male,40.0,2,4,Manager,1,Single,16756.0,7,No,15.0,3,2,0,28,3,4,9,7,6,2
779,43,No,Travel_Rarely,415,Sales,25.0,3,Medical,3,Male,79.0,2,3,Sales Executive,4,Divorced,10798.0,5,No,13.0,3,3,1,18,5,3,1,0,0,0
780,20,Yes,Travel_Frequently,769,Sales,9.0,3,Marketing,4,Female,54.0,3,1,Sales Representative,4,Single,2323.0,1,Yes,14.0,3,2,0,2,3,3,2,2,0,2
781,21,Yes,Travel_Rarely,1334,Research & Development,10.0,3,Life Sciences,3,Female,36.0,2,1,Laboratory Technician,1,Single,2097.9,1,No,13.0,3,1,0,1,5,2,1,0,1,0
782,46,No,Travel_Rarely,1003,Research & Development,8.0,4,Life Sciences,4,Female,74.0,2,2,Research Scientist,1,Divorced,4615.0,8,Yes,23.0,4,1,3,19,2,3,16,11,1,7
783,51,Yes,Travel_Rarely,1323,Research & Development,4.0,4,Life Sciences,1,Male,34.0,3,1,Research Scientist,3,Married,2461.0,9,Yes,12.0,3,3,3,18,2,4,10,0,2,7
784,28,Yes,Non-Travel,1366,Research & Development,24.0,2,Technical Degree,2,Male,72.0,2,3,Healthcare Representative,1,Single,8722.0,1,No,12.0,3,1,0,10,2,2,10,7,1,9
785,26,No,Travel_Rarely,192,Research & Development,1.0,2,Medical,1,Male,59.0,2,1,Laboratory Technician,1,Married,3955.0,1,No,16.0,3,1,2,6,2,3,5,3,1,3
786,30,No,Travel_Rarely,1176,Research & Development,20.0,3,Other,3,Male,85.0,3,2,Manufacturing Director,1,Married,9957.0,0,No,15.0,3,3,1,7,1,2,6,2,0,2
787,41,No,Travel_Rarely,509,Research & Development,7.0,2,Technical Degree,2,Female,43.0,4,1,Research Scientist,3,Married,3376.0,1,No,13.0,3,3,0,10,3,3,10,6,0,8
788,38,No,Travel_Rarely,330,Research & Development,17.0,1,Life Sciences,3,Female,65.0,2,3,Healthcare Representative,3,Married,8823.0,0,No,18.0,3,1,1,20,4,2,19,9,1,9
789,40,No,Travel_Rarely,1492,Research & Development,20.0,4,Technical Degree,1,Male,61.0,3,3,Healthcare Representative,4,Married,10322.0,4,No,20.0,4,4,1,14,5,3,11,10,9,1
790,27,No,Non-Travel,1277,Research & Development,8.0,5,Life Sciences,1,Male,87.0,1,1,Laboratory Technician,3,Married,4621.0,1,No,19.0,3,4,3,3,4,3,3,2,1,2
791,55,No,Travel_Frequently,1091,Research & Development,2.0,1,Life Sciences,4,Male,65.0,3,3,Manufacturing Director,2,Married,10976.0,3,No,18.0,3,2,1,23,4,3,3,2,1,2
792,28,No,Travel_Rarely,857,Research & Development,10.0,3,Other,3,Female,59.0,3,2,Research Scientist,3,Single,3660.0,3,No,13.0,3,4,0,10,4,4,8,7,1,3
793,44,Yes,Travel_Rarely,1376,Human Resources,1.0,2,Medical,2,Male,91.0,2,3,Human Resources,1,Married,10482.0,9,No,14.0,3,4,1,24,1,3,20,6,3,6
794,33,No,Travel_Rarely,654,Research & Development,5.0,3,Life Sciences,4,Male,34.0,2,3,Healthcare Representative,4,Divorced,7119.0,4,No,15.0,3,3,1,9,2,3,3,2,1,2
795,35,Yes,Travel_Rarely,1204,Sales,4.0,3,Technical Degree,4,Male,86.0,3,3,Sales Executive,1,Single,9582.0,0,Yes,22.0,4,1,0,9,2,3,8,7,4,7
796,33,Yes,Travel_Frequently,827,Research & Development,29.0,4,Medical,1,Female,54.0,2,2,Research Scientist,3,Single,4508.0,1,No,22.0,4,2,0,14,4,3,13,7,3,8
797,28,No,Travel_Rarely,895,Research & Development,15.0,2,Life Sciences,1,Male,50.0,3,1,Laboratory Technician,3,Divorced,2207.0,1,No,16.0,3,4,1,4,5,2,4,2,2,2
798,34,No,Travel_Frequently,618,Research & Development,3.0,1,Life Sciences,1,Male,45.0,3,2,Healthcare Representative,4,Single,7756.0,0,No,17.0,3,3,0,7,1,2,6,2,0,4
799,37,No,Travel_Rarely,309,Sales,10.0,4,Life Sciences,4,Female,88.0,2,2,Sales Executive,4,Divorced,6694.0,2,Yes,14.0,3,3,3,8,5,3,1,0,0,0
800,25,Yes,Travel_Rarely,1219,Research & Development,4.0,1,Technical Degree,4,Male,32.0,3,1,Laboratory Technician,4,Married,3691.0,1,Yes,15.0,3,2,1,7,3,4,7,7,5,6
801,26,Yes,Travel_Rarely,1330,Research & Development,21.0,3,Medical,1,Male,37.0,3,1,Laboratory Technician,3,Divorced,2377.0,1,No,20.0,4,3,1,1,1,2,1,1,0,0
802,33,Yes,Travel_Rarely,1017,Research & Development,25.0,3,Medical,1,Male,55.0,2,1,Research Scientist,2,Single,2313.0,4,Yes,20.0,4,2,0,5,1,3,2,2,2,2
803,42,No,Travel_Rarely,469,Research & Development,2.0,2,Medical,4,Male,35.0,3,4,Manager,1,Married,17665.0,0,No,17.0,3,4,1,23,3,3,20,6,9,7
804,28,Yes,Travel_Frequently,1009,Research & Development,1.0,3,Medical,1,Male,45.0,2,1,Laboratory Technician,2,Divorced,2596.0,1,No,15.0,3,1,2,1,2,3,1,0,0,0
805,50,Yes,Travel_Frequently,959,Sales,1.0,4,Other,4,Male,81.0,3,2,Sales Executive,3,Single,4728.0,3,Yes,14.0,3,4,0,5,4,3,1,0,0,0
806,33,No,Travel_Frequently,970,Sales,7.0,3,Life Sciences,4,Female,30.0,3,2,Sales Executive,2,Married,4302.0,0,No,17.0,3,3,1,4,3,3,3,2,0,2
807,34,No,Non-Travel,697,Research & Development,3.0,4,Life Sciences,3,Male,40.0,2,1,Research Scientist,4,Married,2979.0,3,No,17.0,3,4,3,6,2,3,1,0,0,0
808,48,No,Non-Travel,1262,Research & Development,1.0,4,Medical,1,Male,35.0,4,4,Manager,4,Single,16885.0,2,No,22.0,4,3,0,27,3,2,5,4,2,1
809,45,No,Non-Travel,1050,Sales,9.0,4,Life Sciences,2,Female,65.0,2,2,Sales Executive,3,Married,5593.0,1,No,13.0,3,4,1,15,2,3,15,10,4,10
810,52,No,Travel_Rarely,994,Research & Development,7.0,4,Life Sciences,2,Male,87.0,3,3,Healthcare Representative,2,Single,10445.0,7,No,19.0,3,4,0,18,4,3,8,6,4,0
811,38,No,Travel_Rarely,770,Sales,10.0,4,Marketing,3,Male,73.0,2,3,Sales Executive,3,Divorced,8740.0,0,Yes,14.0,3,2,2,9,2,3,8,7,2,7
812,29,No,Travel_Rarely,1107,Research & Development,28.0,4,Life Sciences,3,Female,93.0,3,1,Research Scientist,4,Divorced,2514.0,4,No,22.0,4,1,1,11,1,3,7,5,1,7
813,28,No,Travel_Rarely,950,Research & Development,3.0,3,Medical,4,Female,93.0,3,3,Manufacturing Director,2,Divorced,7655.0,0,No,17.0,3,2,3,10,3,2,9,7,1,7
814,46,No,Travel_Rarely,406,Sales,3.0,1,Marketing,1,Male,52.0,3,4,Manager,3,Married,17465.0,3,No,12.0,3,4,1,23,3,3,12,9,4,9
815,38,No,Travel_Rarely,130,Sales,2.0,2,Marketing,4,Male,32.0,3,3,Sales Executive,2,Single,7351.0,7,No,16.0,3,3,0,10,2,3,1,0,0,0
816,43,No,Travel_Frequently,1082,Research & Development,27.0,3,Life Sciences,3,Female,83.0,3,3,Manufacturing Director,1,Married,10820.0,8,No,11.0,3,3,1,18,1,3,8,7,0,1
817,39,Yes,Travel_Frequently,203,Research & Development,2.0,3,Life Sciences,1,Male,84.0,3,4,Healthcare Representative,4,Divorced,12169.0,7,No,11.0,3,4,3,21,4,3,18,7,9,5
818,40,No,Travel_Rarely,1308,Research & Development,14.0,3,Medical,3,Male,44.0,2,5,Research Director,3,Single,17727.699999999993,1,No,14.0,3,1,0,21,2,4,20,7,4,9
819,21,No,Travel_Rarely,984,Research & Development,1.0,1,Technical Degree,4,Female,70.0,2,1,Research Scientist,2,Single,2097.9,1,Yes,11.0,3,3,0,2,5,4,2,2,2,2
820,39,No,Non-Travel,439,Research & Development,9.0,3,Life Sciences,3,Male,70.0,3,2,Laboratory Technician,2,Single,6782.0,9,No,15.0,3,3,0,9,2,2,5,4,0,3
821,36,No,Non-Travel,217,Research & Development,18.0,4,Life Sciences,1,Male,78.0,3,2,Manufacturing Director,4,Single,7779.0,2,No,20.0,4,1,0,18,1,3,11,9,0,9
822,31,No,Travel_Frequently,793,Sales,20.0,3,Life Sciences,3,Male,67.0,4,1,Sales Representative,4,Married,2791.0,0,No,12.0,3,1,1,3,4,3,2,2,2,2
823,28,No,Travel_Rarely,1451,Research & Development,2.0,1,Life Sciences,1,Male,67.0,2,1,Research Scientist,2,Married,3201.0,0,No,17.0,3,1,0,6,2,1,5,3,0,4
824,35,No,Travel_Frequently,1182,Sales,11.0,2,Marketing,4,Male,54.0,3,2,Sales Executive,4,Divorced,4968.0,1,No,11.0,3,4,1,5,3,3,5,2,0,2
825,49,No,Travel_Rarely,174,Sales,8.0,4,Technical Degree,4,Male,56.0,2,4,Sales Executive,2,Married,13120.0,6,No,17.0,3,2,1,22,3,3,9,8,2,3
826,34,No,Travel_Frequently,1003,Research & Development,2.0,2,Life Sciences,4,Male,95.0,3,2,Manufacturing Director,3,Single,4033.0,2,No,11.0,3,4,0,5,3,2,3,2,0,2
827,29,No,Travel_Frequently,490,Research & Development,10.0,3,Life Sciences,4,Female,61.0,3,1,Research Scientist,2,Divorced,3291.0,0,No,14.0,3,4,2,8,2,2,7,5,1,1
828,42,No,Travel_Rarely,188,Research & Development,29.0,3,Medical,2,Male,56.0,1,2,Laboratory Technician,4,Single,4272.0,4,No,19.0,3,1,0,16,3,3,1,0,0,0
829,29,No,Travel_Rarely,718,Research & Development,8.0,1,Medical,2,Male,79.0,2,2,Manufacturing Director,4,Married,5056.0,1,Yes,15.0,3,3,1,10,2,2,10,7,1,2
830,38,No,Travel_Rarely,433,Human Resources,1.0,3,Human Resources,3,Male,37.0,4,1,Human Resources,3,Married,2844.0,1,No,13.0,3,4,1,7,2,4,7,6,5,0
831,28,No,Travel_Frequently,773,Research & Development,6.0,3,Life Sciences,3,Male,39.0,2,1,Research Scientist,3,Divorced,2703.0,1,Yes,14.0,3,4,1,3,2,3,3,1,0,2
832,18,Yes,Non-Travel,247,Research & Development,8.0,1,Medical,3,Male,80.0,3,1,Laboratory Technician,3,Single,2097.9,1,No,12.0,3,4,0,1,1,3,1,0,0,0
833,33,Yes,Travel_Rarely,603,Sales,9.0,4,Marketing,1,Female,77.0,3,2,Sales Executive,1,Single,8224.0,0,Yes,17.0,3,1,0,6,3,3,5,2,0,3
834,41,No,Travel_Rarely,167,Research & Development,12.0,4,Life Sciences,2,Male,46.0,3,1,Laboratory Technician,4,Married,4766.0,3,Yes,11.0,3,1,1,6,4,3,1,0,0,0
835,31,Yes,Travel_Frequently,874,Research & Development,15.0,3,Medical,3,Male,72.0,3,1,Laboratory Technician,3,Married,2610.0,1,No,12.0,3,3,1,2,5,2,2,2,2,2
836,37,No,Travel_Rarely,367,Research & Development,25.0,2,Medical,3,Female,52.0,2,2,Healthcare Representative,4,Divorced,5731.0,7,No,13.0,3,3,2,9,2,3,6,2,1,3
837,27,No,Travel_Rarely,199,Research & Development,6.0,3,Life Sciences,4,Male,55.0,2,1,Research Scientist,3,Married,2539.0,1,No,13.0,3,3,1,4,1,3,4,2,2,2
838,34,No,Travel_Rarely,1400,Sales,9.0,1,Life Sciences,2,Female,70.0,3,2,Sales Executive,3,Married,5714.0,1,No,20.0,4,1,0,6,3,2,6,5,1,3
839,35,No,Travel_Rarely,528,Human Resources,8.0,4,Technical Degree,3,Male,100.0,3,1,Human Resources,3,Single,4323.0,1,No,17.0,3,2,0,6,2,1,5,4,1,4
840,29,Yes,Travel_Rarely,408,Sales,23.0,1,Life Sciences,4,Female,45.0,2,3,Sales Executive,1,Married,7336.0,1,No,13.0,3,1,1,11,3,1,11,8,3,10
841,40,No,Travel_Frequently,593,Research & Development,9.0,4,Medical,2,Female,88.0,3,3,Research Director,3,Single,13499.0,9,No,17.0,3,3,0,20,3,2,18,7,2,10
842,42,Yes,Travel_Frequently,481,Sales,12.0,3,Life Sciences,3,Male,44.0,3,4,Sales Executive,1,Single,13758.0,0,Yes,12.0,3,2,0,22,2,2,20,9,9,10
843,42,No,Travel_Rarely,647,Sales,4.0,4,Marketing,2,Male,45.0,3,2,Sales Executive,1,Single,5155.0,7,No,13.0,3,4,0,9,3,4,6,4,1,5
844,35,No,Travel_Rarely,982,Research & Development,1.0,4,Medical,4,Male,58.0,2,1,Laboratory Technician,3,Married,2258.0,6,No,12.0,3,2,1,10,2,3,8,0,1,7
845,24,No,Travel_Rarely,477,Research & Development,24.0,3,Medical,4,Male,49.0,3,1,Laboratory Technician,2,Single,3597.0,8,No,22.0,4,4,0,6,2,3,4,3,1,2
846,28,Yes,Travel_Rarely,1485,Research & Development,12.0,1,Life Sciences,3,Female,79.0,3,1,Laboratory Technician,4,Married,2515.0,1,Yes,11.0,3,4,0,1,4,2,1,1,0,0
847,26,No,Travel_Rarely,1384,Research & Development,3.0,4,Medical,1,Male,82.0,4,1,Laboratory Technician,4,Married,4420.0,1,No,22.0,4,2,1,8,2,3,8,7,0,7
848,30,No,Travel_Rarely,852,Sales,10.0,3,Marketing,3,Male,72.0,2,2,Sales Executive,3,Married,6578.0,1,No,18.0,3,1,1,10,3,3,10,3,1,4
849,40,No,Travel_Frequently,902,Research & Development,26.0,2,Medical,3,Female,92.0,2,2,Research Scientist,4,Married,4422.0,3,Yes,13.0,3,4,1,16,3,1,1,1,0,0
850,35,No,Travel_Rarely,819,Research & Development,2.0,3,Life Sciences,3,Male,44.0,2,3,Manufacturing Director,2,Divorced,10274.0,2,No,18.0,3,2,1,15,2,4,7,7,6,4
851,34,No,Travel_Frequently,669,Research & Development,1.0,3,Medical,4,Male,97.0,2,2,Healthcare Representative,1,Single,5343.0,0,No,20.0,4,3,0,14,3,3,13,9,4,9
852,35,No,Travel_Frequently,636,Research & Development,4.0,4,Other,4,Male,47.0,2,1,Laboratory Technician,4,Married,2376.0,1,No,13.0,3,2,1,2,2,4,2,2,2,2
853,43,Yes,Travel_Rarely,1372,Sales,9.0,3,Marketing,1,Female,85.0,1,2,Sales Executive,3,Single,5346.0,8,No,13.0,3,2,0,7,2,2,4,3,1,3
854,32,No,Non-Travel,862,Sales,2.0,1,Life Sciences,3,Female,76.0,3,1,Sales Representative,1,Divorced,2827.0,1,No,12.0,3,3,3,1,3,3,1,0,0,0
855,56,No,Travel_Rarely,718,Research & Development,4.0,4,Technical Degree,4,Female,92.0,3,5,Manager,1,Divorced,17727.699999999993,4,No,13.0,3,4,1,28,2,3,5,2,4,2
856,29,No,Travel_Rarely,1401,Research & Development,6.0,1,Medical,2,Female,54.0,3,1,Laboratory Technician,4,Married,3131.0,1,No,13.0,3,1,1,10,5,3,10,8,0,8
857,19,No,Travel_Rarely,645,Research & Development,9.0,2,Life Sciences,3,Male,54.0,3,1,Research Scientist,1,Single,2552.0,1,No,25.0,4,3,0,1,4,3,1,1,0,0
858,45,No,Travel_Rarely,1457,Research & Development,7.0,3,Medical,1,Female,83.0,3,1,Research Scientist,3,Married,4477.0,4,Yes,19.0,3,3,1,7,2,2,3,2,0,2
859,37,No,Travel_Rarely,977,Research & Development,1.0,3,Life Sciences,4,Female,56.0,2,2,Manufacturing Director,4,Married,6474.0,1,No,13.0,3,2,1,14,2,2,14,8,3,10
860,20,No,Travel_Rarely,805,Research & Development,3.0,3,Life Sciences,1,Male,87.0,2,1,Laboratory Technician,3,Single,3033.0,1,No,12.0,3,1,0,2,2,2,2,2,1,2
861,44,Yes,Travel_Rarely,1097,Research & Development,10.0,4,Life Sciences,3,Male,96.0,3,1,Research Scientist,3,Single,2936.0,1,Yes,11.0,3,3,0,6,4,3,6,4,0,2
862,53,No,Travel_Rarely,1223,Research & Development,7.0,2,Medical,4,Female,50.0,3,5,Manager,3,Divorced,17727.699999999993,3,No,18.0,3,2,1,26,5,3,7,7,4,7
863,29,No,Travel_Rarely,942,Research & Development,15.0,1,Life Sciences,2,Female,69.0,1,1,Research Scientist,4,Married,2168.0,0,Yes,18.0,3,1,1,6,2,2,5,4,1,3
864,22,Yes,Travel_Frequently,1256,Research & Development,3.0,4,Life Sciences,3,Male,48.0,2,1,Research Scientist,4,Married,2853.0,0,Yes,11.0,3,2,1,1,5,3,1,0,0,0
865,46,No,Travel_Rarely,1402,Sales,2.0,3,Marketing,3,Female,69.0,3,4,Manager,1,Married,17048.0,8,No,23.0,4,1,0,28,2,3,20,11,9,9
866,44,No,Non-Travel,111,Research & Development,17.0,3,Life Sciences,4,Male,74.0,1,1,Research Scientist,3,Single,2290.0,2,No,13.0,3,4,0,6,3,3,1,0,0,0
867,33,No,Travel_Rarely,147,Human Resources,2.0,3,Human Resources,2,Male,99.0,3,1,Human Resources,3,Married,3600.0,1,No,13.0,3,4,1,5,2,3,5,4,1,4
868,41,Yes,Non-Travel,906,Research & Development,5.0,2,Life Sciences,1,Male,95.0,2,1,Research Scientist,1,Divorced,2107.0,6,No,17.0,3,1,1,5,2,1,1,0,0,0
869,30,No,Travel_Rarely,1329,Sales,29.0,4,Life Sciences,3,Male,61.0,3,2,Sales Executive,1,Divorced,4115.0,8,No,19.0,3,3,3,8,3,3,4,3,0,3
870,40,No,Travel_Frequently,1184,Sales,2.0,4,Medical,2,Male,62.0,3,2,Sales Executive,2,Married,4327.0,5,No,12.0,3,4,3,5,2,3,1,0,0,0
871,50,No,Travel_Frequently,1421,Research & Development,2.0,3,Medical,4,Female,30.0,3,4,Manager,1,Married,17727.699999999993,2,No,22.0,4,3,1,28,3,3,2,2,2,2
872,28,No,Travel_Rarely,1179,Research & Development,19.0,4,Medical,4,Male,78.0,2,1,Laboratory Technician,1,Married,3196.0,1,No,12.0,3,3,3,6,2,3,6,5,3,3
873,46,No,Travel_Rarely,1450,Research & Development,15.0,2,Life Sciences,4,Male,52.0,3,5,Research Director,2,Married,17727.699999999993,5,No,11.0,3,1,1,25,2,3,4,2,0,3
874,35,No,Travel_Rarely,1361,Sales,17.0,4,Life Sciences,3,Male,94.0,3,2,Sales Executive,1,Married,8966.0,3,Yes,15.0,3,4,3,15,2,3,7,7,1,7
875,24,Yes,Travel_Rarely,984,Research & Development,17.0,2,Life Sciences,4,Female,97.0,3,1,Laboratory Technician,2,Married,2210.0,1,No,13.0,3,1,1,1,3,1,1,0,0,0
876,33,No,Travel_Frequently,1146,Sales,25.0,3,Medical,2,Female,82.0,3,2,Sales Executive,3,Married,4539.0,1,No,12.0,3,1,1,10,3,2,10,7,0,1
878,36,No,Travel_Rarely,917,Research & Development,6.0,4,Life Sciences,3,Male,60.0,1,1,Laboratory Technician,3,Divorced,2741.0,1,No,14.0,3,3,1,7,4,3,7,7,1,7
879,30,No,Travel_Rarely,853,Research & Development,7.0,4,Life Sciences,3,Male,49.0,3,2,Laboratory Technician,3,Divorced,3491.0,1,No,13.0,3,1,3,10,4,2,10,7,8,9
880,44,No,Travel_Rarely,200,Research & Development,29.0,4,Other,4,Male,32.0,3,2,Research Scientist,4,Single,4541.0,1,No,25.0,4,2,0,20,3,3,20,11,9,10
881,20,No,Travel_Rarely,654,Sales,21.0,3,Marketing,3,Male,43.0,4,1,Sales Representative,4,Single,2678.0,1,No,17.0,3,4,0,2,2,3,2,1,2,2
882,46,No,Travel_Rarely,150,Research & Development,2.0,4,Technical Degree,4,Male,60.0,3,2,Manufacturing Director,4,Divorced,7379.0,2,No,11.0,3,3,1,12,3,2,6,3,1,4
883,42,No,Non-Travel,179,Human Resources,2.0,5,Medical,4,Male,79.0,4,2,Human Resources,1,Married,6272.0,7,No,16.0,3,1,1,10,3,4,4,3,0,3
884,60,No,Travel_Rarely,696,Sales,7.0,4,Marketing,2,Male,52.0,4,2,Sales Executive,4,Divorced,5220.0,0,Yes,18.0,3,2,1,12,3,3,11,7,1,9
885,32,No,Travel_Frequently,116,Research & Development,13.0,3,Other,3,Female,77.0,2,1,Laboratory Technician,2,Married,2743.0,1,No,20.0,4,3,1,2,2,3,2,2,2,2
886,32,No,Travel_Frequently,1316,Research & Development,2.0,2,Life Sciences,4,Female,38.0,3,2,Research Scientist,3,Single,4998.0,4,Yes,14.0,3,4,0,10,2,3,8,7,0,7
887,36,No,Travel_Rarely,363,Research & Development,1.0,3,Technical Degree,3,Female,77.0,1,3,Manufacturing Director,1,Divorced,10252.0,2,Yes,21.0,4,3,1,17,2,3,7,7,7,7
889,33,No,Travel_Rarely,117,Research & Development,9.0,3,Medical,1,Male,60.0,3,1,Research Scientist,4,Married,2781.0,0,No,13.0,3,2,1,15,5,3,14,10,4,10
890,40,No,Travel_Rarely,107,Sales,10.0,3,Technical Degree,2,Female,84.0,2,2,Sales Executive,2,Divorced,6852.0,7,No,12.0,3,2,1,7,2,4,5,1,1,3
891,25,No,Travel_Rarely,1356,Sales,10.0,4,Life Sciences,3,Male,57.0,3,2,Sales Executive,4,Single,4950.0,0,No,14.0,3,2,0,5,4,3,4,3,1,1
892,30,No,Travel_Rarely,1465,Research & Development,1.0,3,Medical,4,Male,63.0,3,1,Research Scientist,2,Married,3579.0,0,Yes,21.0,4,1,1,12,2,3,11,9,5,7
893,42,No,Travel_Frequently,458,Research & Development,26.0,5,Medical,1,Female,60.0,3,3,Research Director,1,Married,13191.0,3,Yes,17.0,3,3,0,20,5,3,1,0,0,0
894,35,No,Non-Travel,1212,Sales,8.0,2,Marketing,3,Female,78.0,2,3,Sales Executive,4,Married,10377.0,4,Yes,11.0,3,2,1,16,5,2,13,2,4,10
895,27,No,Travel_Rarely,1103,Research & Development,14.0,3,Life Sciences,1,Male,42.0,3,1,Research Scientist,1,Married,2235.0,1,Yes,14.0,3,4,2,9,3,2,9,7,6,8
896,54,No,Travel_Frequently,966,Research & Development,1.0,4,Life Sciences,4,Female,53.0,3,3,Manufacturing Director,3,Divorced,10502.0,7,No,17.0,3,1,1,28,2,1,5,4,1,4
897,44,No,Travel_Rarely,1117,Research & Development,2.0,1,Life Sciences,1,Female,72.0,4,1,Research Scientist,4,Married,2097.9,1,No,13.0,3,4,1,10,5,3,10,5,7,7
898,19,Yes,Non-Travel,504,Research & Development,10.0,3,Medical,1,Female,96.0,2,1,Research Scientist,2,Single,2097.9,1,Yes,25.0,4,2,0,1,2,4,1,1,0,0
899,29,No,Travel_Rarely,1010,Research & Development,1.0,3,Life Sciences,1,Female,97.0,3,1,Research Scientist,4,Divorced,3760.0,1,No,15.0,3,1,3,3,5,3,3,2,1,2
900,54,No,Travel_Rarely,685,Research & Development,3.0,3,Life Sciences,4,Male,85.0,3,4,Research Director,4,Married,17727.699999999993,3,No,14.0,3,1,0,28,2,3,10,9,0,9
901,31,No,Travel_Rarely,1332,Research & Development,11.0,2,Medical,3,Male,80.0,3,2,Healthcare Representative,1,Married,6833.0,1,Yes,12.0,3,4,0,6,2,2,6,5,0,1
902,31,No,Travel_Rarely,1062,Research & Development,24.0,3,Medical,3,Female,96.0,2,2,Healthcare Representative,1,Single,6812.0,1,No,19.0,3,2,0,10,2,3,10,9,1,8
903,59,No,Travel_Rarely,326,Sales,3.0,3,Life Sciences,3,Female,48.0,2,2,Sales Executive,4,Single,5171.0,5,No,17.0,3,4,0,13,2,3,6,1,0,5
904,43,No,Travel_Rarely,920,Research & Development,3.0,3,Life Sciences,3,Male,96.0,1,5,Research Director,4,Married,17727.699999999993,3,No,14.0,3,2,1,25,2,3,8,7,0,7
905,49,No,Travel_Rarely,1098,Research & Development,4.0,2,Medical,1,Male,85.0,2,5,Manager,3,Married,17727.699999999993,2,No,13.0,3,3,1,23,2,4,1,0,0,0
906,36,No,Travel_Frequently,469,Research & Development,3.0,3,Technical Degree,3,Male,46.0,3,1,Research Scientist,2,Married,3692.0,1,No,12.0,3,3,0,12,2,2,11,10,0,7
907,48,No,Travel_Rarely,969,Research & Development,2.0,2,Technical Degree,4,Male,76.0,4,1,Laboratory Technician,2,Single,2559.0,5,No,11.0,3,3,0,7,4,2,1,0,0,0
908,27,No,Travel_Rarely,1167,Research & Development,4.0,2,Life Sciences,1,Male,76.0,3,1,Research Scientist,3,Divorced,2517.0,1,No,11.0,3,2,3,5,2,3,5,3,0,3
909,29,No,Travel_Rarely,1329,Research & Development,7.0,3,Life Sciences,3,Male,82.0,3,2,Healthcare Representative,4,Divorced,6623.0,1,Yes,11.0,3,2,2,6,2,3,6,0,1,0
910,48,No,Travel_Rarely,715,Research & Development,1.0,3,Life Sciences,4,Male,76.0,2,5,Research Director,4,Single,17727.699999999993,6,No,12.0,3,3,0,25,3,4,1,0,0,0
